date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:11:22	47567/47567	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Nov%202020%2007:30:46%20GMT	https://www.rxmediciner.com/images/product/5fb4cda5abab7oxynorm%2020.png	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5fb4cda5abab7oxynorm%2020.png	(from https://www.rxmediciner.com/)
07:11:23	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:10%20GMT	https://www.rxmediciner.com/product/valium-10-mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/valium-10-mg	(from https://www.rxmediciner.com/)
07:11:23	9410/9410	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:28%20GMT	https://www.rxmediciner.com/images/product/5cfe47fb40709valium_10-750x750.jpeg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5cfe47fb40709valium_10-750x750.jpg	(from https://www.rxmediciner.com/)
07:11:24	149163/149163	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:12%20GMT	https://www.rxmediciner.com/product/valium-10-mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/valium-10-mg/index.html	(from https://www.rxmediciner.com/)
07:11:25	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:12%20GMT	https://www.rxmediciner.com/product/viagra-100-mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/viagra-100-mg	(from https://www.rxmediciner.com/)
07:11:25	5889/5889	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:28%20GMT	https://www.rxmediciner.com/images/product/5cfe47ad5e194download%20(7).jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5cfe47ad5e194download%20(7).jpg	(from https://www.rxmediciner.com/)
07:11:28	149323/149323	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:14%20GMT	https://www.rxmediciner.com/product/viagra-100-mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/viagra-100-mg/index.html	(from https://www.rxmediciner.com/)
07:11:28	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:14%20GMT	https://www.rxmediciner.com/product/stesolid-10-mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/stesolid-10-mg	(from https://www.rxmediciner.com/)
07:11:29	5521/5521	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:26%20GMT	https://www.rxmediciner.com/images/product/5cfe4754ccc35download%20(6).jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5cfe4754ccc35download%20(6).jpg	(from https://www.rxmediciner.com/)
07:11:30	155027/155027	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:18%20GMT	https://www.rxmediciner.com/product/stesolid-10-mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/stesolid-10-mg/index.html	(from https://www.rxmediciner.com/)
07:11:30	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:18%20GMT	https://www.rxmediciner.com/product/ambien-zolpidem-10-mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/ambien-zolpidem-10-mg	(from https://www.rxmediciner.com/)
07:11:31	8642/8642	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:28%20GMT	https://www.rxmediciner.com/images/product/5d03c610d3502Ambien%2010mg-766x1000.jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5d03c610d3502Ambien%2010mg-766x1000.jpg	(from https://www.rxmediciner.com/)
07:11:32	149264/149264	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:20%20GMT	https://www.rxmediciner.com/product/ambien-zolpidem-10-mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/ambien-zolpidem-10-mg/index.html	(from https://www.rxmediciner.com/)
07:11:32	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:20%20GMT	https://www.rxmediciner.com/product/stilnox-10-mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/stilnox-10-mg	(from https://www.rxmediciner.com/)
07:11:33	10722/10722	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:26%20GMT	https://www.rxmediciner.com/images/product/5cfe466eaa63ddownload%20(5).jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5cfe466eaa63ddownload%20(5).jpg	(from https://www.rxmediciner.com/)
07:11:34	150097/150097	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:22%20GMT	https://www.rxmediciner.com/product/stilnox-10-mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/stilnox-10-mg/index.html	(from https://www.rxmediciner.com/)
07:11:35	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:22%20GMT	https://www.rxmediciner.com/product/zopiclone-7-5-mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/zopiclone-7-5-mg	(from https://www.rxmediciner.com/)
07:11:35	11614/11614	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Oct%202020%2011:38:58%20GMT	https://www.rxmediciner.com/images/product/5f17cef36b422Zopiclone-for-sale.jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5f17cef36b422Zopiclone-for-sale.jpg	(from https://www.rxmediciner.com/)
07:11:36	149896/149896	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:24%20GMT	https://www.rxmediciner.com/product/zopiclone-7-5-mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/zopiclone-7-5-mg/index.html	(from https://www.rxmediciner.com/)
07:11:37	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:24%20GMT	https://www.rxmediciner.com/product/stilnoct-10mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/stilnoct-10mg	(from https://www.rxmediciner.com/)
07:11:37	4644/4644	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:26%20GMT	https://www.rxmediciner.com/images/product/5cfe45f239395download%20(3).jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5cfe45f239395download%20(3).jpg	(from https://www.rxmediciner.com/)
07:11:39	150496/150496	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:26%20GMT	https://www.rxmediciner.com/product/stilnoct-10mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/stilnoct-10mg/index.html	(from https://www.rxmediciner.com/)
07:11:39	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:26%20GMT	https://www.rxmediciner.com/product/kamagra-100mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/kamagra-100mg	(from https://www.rxmediciner.com/)
07:11:40	7544/7544	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:26%20GMT	https://www.rxmediciner.com/images/product/5cfe45b5118baKamagra-Tablets.jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5cfe45b5118baKamagra-Tablets.jpg	(from https://www.rxmediciner.com/)
07:11:41	149386/149386	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:29%20GMT	https://www.rxmediciner.com/product/kamagra-100mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/kamagra-100mg/index.html	(from https://www.rxmediciner.com/)
07:11:41	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:29%20GMT	https://www.rxmediciner.com/product/levaxin-150mg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/levaxin-150mg	(from https://www.rxmediciner.com/)
07:11:42	9583/9583	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20May%202020%2012:54:26%20GMT	https://www.rxmediciner.com/images/product/5cfe458347280download%20(2).jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5cfe458347280download%20(2).jpg	(from https://www.rxmediciner.com/)
07:11:43	151445/151445	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:31%20GMT	https://www.rxmediciner.com/product/levaxin-150mg/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/levaxin-150mg/index.html	(from https://www.rxmediciner.com/)
07:11:43	44818/44818	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202019%2008:49:02%20GMT	https://www.rxmediciner.com/images/add1.jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/add1.jpg	(from https://www.rxmediciner.com/)
07:11:44	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:31%20GMT	https://www.rxmediciner.com/product/thiopental	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/thiopental	(from https://www.rxmediciner.com/)
07:11:45	22485/22485	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2013:38:06%20GMT	https://www.rxmediciner.com/images/product/5a67273f67848IndianJAnaesth_2012_56_2_168_96335_u1.jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5a67273f67848IndianJAnaesth_2012_56_2_168_96335_u1.jpg	(from https://www.rxmediciner.com/)
07:11:46	137243/137243	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:34%20GMT	https://www.rxmediciner.com/product/thiopental/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/thiopental/index.html	(from https://www.rxmediciner.com/)
07:11:47	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:34%20GMT	https://www.rxmediciner.com/product/alprazolam	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/alprazolam	(from https://www.rxmediciner.com/)
07:11:48	24847/24847	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2013:38:10%20GMT	https://www.rxmediciner.com/images/product/5a672655c1d44Breastfeeding-mother2.jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5a672655c1d44Breastfeeding-mother2.jpg	(from https://www.rxmediciner.com/)
07:11:49	138033/138033	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:36%20GMT	https://www.rxmediciner.com/product/alprazolam/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/alprazolam/index.html	(from https://www.rxmediciner.com/)
07:11:49	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:36%20GMT	https://www.rxmediciner.com/product/xanax-xr	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/xanax-xr	(from https://www.rxmediciner.com/)
07:11:50	23158/23158	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2019:31:58%20GMT	https://www.rxmediciner.com/images/product/5a6725fc1d81fxanax-1mg.JPG	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5a6725fc1d81fxanax-1mg.jpg	(from https://www.rxmediciner.com/)
07:11:51	137784/137784	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:39%20GMT	https://www.rxmediciner.com/product/xanax-xr/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/xanax-xr/index.html	(from https://www.rxmediciner.com/)
07:11:51	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:39%20GMT	https://www.rxmediciner.com/product/clonazepam	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/clonazepam	(from https://www.rxmediciner.com/)
07:11:52	27418/27418	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2013:23:16%20GMT	https://www.rxmediciner.com/images/product/5a67255ee0bfb5527_5577_1.jpg	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/images/product/5a67255ee0bfb5527_5577_1.jpg	(from https://www.rxmediciner.com/)
07:11:53	138420/138420	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:41%20GMT	https://www.rxmediciner.com/product/clonazepam/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/clonazepam/index.html	(from https://www.rxmediciner.com/)
07:11:54	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Apr%202023%2014:11:41%20GMT	https://www.rxmediciner.com/product/lorazepam	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/lorazepam	(from https://www.rxmediciner.com/)
07:11:56	137510/137510	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Apr%202023%2014:11:43%20GMT	https://www.rxmediciner.com/product/lorazepam/	C:/Users/belmond/Desktop/newmedcineweb/www.rxmediciner.com/product/lorazepam/index.html	(from https://www.rxmediciner.com/)
